Code géographique,Libellé géographique,Statut de la commune 2017,Département,Région
57148,Colligny-Maizery,R,57,44
57149,Colmen,R,57,44
57150,Condé-Northen,R,57,44
57151,Conthil,R,57,44
57152,Contz-les-Bains,B,57,44
57153,Corny-sur-Moselle,C,57,44
57154,Coume,R,57,44
57155,Courcelles-Chaussy,I,57,44
57156,Courcelles-sur-Nied,R,57,44
57158,Craincourt,R,57,44
57159,Créhange,C,57,44
57160,Creutzwald,C,57,44
57161,Cutting,R,57,44
57162,Cuvry,R,57,44
57163,Dabo,R,57,44
57165,Dalem,R,57,44
57166,Dalhain,R,57,44
57167,Dalstein,R,57,44
57168,Danne-et-Quatre-Vents,R,57,44
57169,Dannelbourg,R,57,44
57171,Delme,R,57,44
57172,Denting,R,57,44
57173,Desseling,R,57,44
57174,Destry,R,57,44
57175,Diane-Capelle,R,57,44
57176,Diebling,C,57,44
57177,Dieuze,I,57,44
57178,Diffembach-lès-Hellimer,R,57,44
57179,Distroff,R,57,44
57180,Dolving,R,57,44
57181,Domnom-lès-Dieuze,R,57,44
57182,Donjeux,R,57,44
57183,Donnelay,R,57,44
57186,Ébersviller,R,57,44
57187,Éblange,R,57,44
57188,Éguelshardt,R,57,44
57189,Eincheville,R,57,44
57190,Elvange,R,57,44
57191,Elzange,R,57,44
57192,Enchenberg,R,57,44
57193,Ennery,C,57,44
57194,Entrange,R,57,44
57195,Epping,R,57,44
57196,Erching,R,57,44
57197,Ernestviller,R,57,44
57198,Erstroff,R,57,44
57199,Escherange,R,57,44
57200,Les Étangs,R,57,44
57201,Etting,R,57,44
57202,Etzling,B,57,44
57203,Évrange,R,57,44
57204,Failly,R,57,44
57205,Falck,C,57,44
57206,Fameck,B,57,44
57207,Farébersviller,C,57,44
57208,Farschviller,C,57,44
57209,Faulquemont,C,57,44
57210,Fénétrange,R,57,44
57211,Fèves,B,57,44
57212,Féy,R,57,44
57213,Filstroff,R,57,44
57214,Fixem,R,57,44
57215,Flastroff,R,57,44
57216,Fleisheim,R,57,44
57217,Flétrange,B,57,44
57218,Fleury,R,57,44
57219,Flévy,R,57,44
57220,Flocourt,R,57,44
57221,Florange,B,57,44
57222,Folkling,R,57,44
57224,Folschviller,B,57,44
57225,Fonteny,R,57,44
57226,Fontoy,I,57,44
57227,Forbach,C,57,44
57228,Fossieux,R,57,44
57229,Foulcrey,R,57,44
57230,Fouligny,R,57,44
57231,Foville,R,57,44
57232,Francaltroff,R,57,44
57233,Fraquelfing,R,57,44
57234,Frauenberg,B,57,44
57235,Freistroff,R,57,44
57236,Frémery,R,57,44
57237,Frémestroff,R,57,44
57238,Fresnes-en-Saulnois,R,57,44
57239,Freybouse,R,57,44
57240,Freyming-Merlebach,C,57,44
57241,Fribourg,R,57,44
57242,Gandrange,B,57,44
57244,Garrebourg,R,57,44
57245,Gavisse,R,57,44
57246,Gelucourt,R,57,44
57247,Gerbécourt,R,57,44
57248,Givrycourt,R,57,44
57249,Glatigny,R,57,44
57250,Goetzenbruck,R,57,44
57251,Goin,R,57,44
57252,Gomelange,R,57,44
57253,Gondrexange,R,57,44
57254,Gorze,R,57,44
57255,Gosselming,R,57,44
57256,Gravelotte,R,57,44
57257,Grémecey,R,57,44
57258,Gréning,R,57,44
57259,Grindorff-Bizing,R,57,44
57260,Grosbliederstroff,I,57,44
57261,Gros-Réderching,R,57,44
57262,Grostenquin,R,57,44
57263,Grundviller,R,57,44
57264,Guebenhouse,R,57,44
57265,Guébestroff,R,57,44
57266,Guéblange-lès-Dieuze,R,57,44
57267,Le Val-de-Guéblange,R,57,44
57268,Guébling,R,57,44
57269,Guénange,C,57,44
57270,Val-de-Bride,R,57,44
57271,Guenviller,R,57,44
57272,Guermange,R,57,44
57273,Guerstling,R,57,44
57274,Guerting,R,57,44
57275,Guessling-Hémering,R,57,44
57276,Guinglange,R,57,44
57277,Guinkirchen,R,57,44
57278,Guinzeling,R,57,44
57280,Guntzviller,R,57,44
57281,Haboudange,R,57,44
57282,Hagen,R,57,44
57283,Hagondange,B,57,44
57284,Hallering,R,57,44
57286,Halstroff,R,57,44
57287,Basse-Ham,R,57,44
57288,Ham-sous-Varsberg,B,57,44
57289,Hambach,B,57,44
57290,Hampont,R,57,44
57291,Hangviller,R,57,44
57292,Hannocourt,R,57,44
57293,Han-sur-Nied,R,57,44
57294,Hanviller,R,57,44
57295,Haraucourt-sur-Seille,R,57,44
57296,Hargarten-aux-Mines,B,57,44
57297,Harprich,R,57,44
57298,Harreberg,R,57,44
57299,Hartzviller,R,57,44
57300,Haselbourg,R,57,44
57301,Haspelschiedt,R,57,44
57302,Hattigny,R,57,44
57303,Hauconcourt,B,57,44
57304,Haut-Clocher,R,57,44
57305,Havange,R,57,44
57306,Hayange,B,57,44
57307,Hayes,R,57,44
57308,Hazembourg,R,57,44
57309,Heining-lès-Bouzonville,R,57,44
57310,Hellering-lès-Fénétrange,R,57,44
57311,Hellimer,R,57,44
57312,Helstroff,R,57,44
57313,Hémilly,R,57,44
57314,Héming,R,57,44
57315,Henridorff,R,57,44
57316,Henriville,R,57,44
57317,Hérange,R,57,44
57318,Hermelange,R,57,44
57319,Herny,R,57,44
57320,Hertzing,R,57,44
57321,Hesse,R,57,44
57322,Hestroff,R,57,44
57323,Hettange-Grande,I,57,44
57324,Hilbesheim,R,57,44
57325,Hilsprich,R,57,44
57326,Hinckange,R,57,44
57328,Holacourt,R,57,44
57329,Holling,R,57,44
57330,Holving,R,57,44
57331,Hombourg-Budange,R,57,44
57332,Hombourg-Haut,B,57,44
57333,Hommarting,R,57,44
57334,Hommert,R,57,44
57335,Honskirch,R,57,44
57336,L'Hôpital,B,57,44
57337,Hoste,R,57,44
57338,Hottviller,R,57,44
57339,Hultehouse,R,57,44
57340,Hundling,C,57,44
57341,Hunting,R,57,44
57342,Ibigny,R,57,44
57343,Illange,I,57,44
57344,Imling,R,57,44
57345,Inglange,R,57,44
57346,Insming,R,57,44
57347,Insviller,R,57,44
57348,Ippling,R,57,44
57349,Jallaucourt,R,57,44
57350,Jouy-aux-Arches,B,57,44
57351,Jury,B,57,44
57352,Jussy,B,57,44
57353,Juvelize,R,57,44
57354,Juville,R,57,44
57355,Kalhausen,R,57,44
57356,Kanfen,R,57,44
57357,Kappelkinger,R,57,44
57358,Kédange-sur-Canner,R,57,44
57359,Kemplich,R,57,44
57360,Kerbach,B,57,44
57361,Kerling-lès-Sierck,R,57,44
57362,Kerprich-aux-Bois,R,57,44
57364,Kirsch-lès-Sierck,R,57,44
57365,Kirschnaumen,R,57,44
57366,Kirviller,R,57,44
57367,Klang,R,57,44
57368,Knutange,B,57,44
57370,Kœnigsmacker,R,57,44
57371,Haute-Kontz,R,57,44
57372,Kuntzig,R,57,44
57373,Lachambre,R,57,44
57374,Lafrimbolle,R,57,44
57375,Lagarde,R,57,44
57376,Lambach,R,57,44
57377,Landange,R,57,44
57379,Landroff,R,57,44
57380,Laneuveville-lès-Lorquin,R,57,44
57381,Laneuveville-en-Saulnois,R,57,44
57382,Langatte,R,57,44
57383,Languimberg,R,57,44
57384,Laning,R,57,44
57385,Laquenexy,R,57,44
57386,Laudrefang,R,57,44
57387,Laumesfeld,R,57,44
57388,Launstroff,R,57,44
57389,Lelling,R,57,44
57390,Lemberg,R,57,44
57391,Lemoncourt,R,57,44
57392,Lemud,R,57,44
57393,Lengelsheim,R,57,44
57394,Léning,R,57,44
57395,Lesse,R,57,44
57396,Lessy,B,57,44
57397,Ley,R,57,44
57398,Leyviller,R,57,44
57399,Lezey,R,57,44
57401,Lidrezing,R,57,44
57402,Liederschiedt,R,57,44
57403,Liéhon,R,57,44
57404,Lindre-Basse,R,57,44
57405,Lindre-Haute,R,57,44
57406,Liocourt,R,57,44
57407,Lixheim,R,57,44
57408,Lixing-lès-Rouhling,R,57,44
57409,Lixing-lès-Saint-Avold,R,57,44
57410,Lhor,R,57,44
57411,Lommerange,R,57,44
57412,Longeville-lès-Metz,B,57,44
57413,Longeville-lès-Saint-Avold,I,57,44
57414,Lorquin,R,57,44
57415,Lorry-lès-Metz,B,57,44
57416,Lorry-Mardigny,R,57,44
57417,Lostroff,R,57,44
57418,Loudrefing,R,57,44
57419,Loupershouse,B,57,44
57421,Loutzviller,R,57,44
57422,Louvigny,R,57,44
57423,Lubécourt,R,57,44
57424,Lucy,R,57,44
57425,Luppy,R,57,44
57426,Luttange,R,57,44
57427,Lutzelbourg,R,57,44
57428,Macheren,B,57,44
57430,Mainvillers,R,57,44
57431,Maizeroy,R,57,44
57433,Maizières-lès-Metz,B,57,44
57434,Maizières-lès-Vic,R,57,44
57436,Malaucourt-sur-Seille,R,57,44
57437,Malling,R,57,44
57438,Malroy,R,57,44
57439,Manderen-Ritzing,R,57,44
57440,Manhoué,R,57,44
57441,Manom,B,57,44
57442,Many,R,57,44
57443,Marange-Silvange,C,57,44
57444,Marange-Zondrange,R,57,44
57445,Marieulles,R,57,44
57446,Marimont-lès-Bénestroff,R,57,44
57447,Marly,B,57,44
57448,Marsal,R,57,44
57449,Marsilly,R,57,44
57451,Marthille,R,57,44
57452,La Maxe,B,57,44
57453,Maxstadt,R,57,44
57454,Mécleuves,R,57,44
57455,Mégange,R,57,44
57456,Meisenthal,R,57,44
57457,Menskirch,R,57,44
57459,Merschweiller,R,57,44
57460,Merten,R,57,44
57461,Métairies-Saint-Quirin,R,57,44
57462,Metting,R,57,44
57463,Metz,C,57,44
57464,Metzeresche,R,57,44
57465,Metzervisse,R,57,44
57466,Metzing,B,57,44
57467,Mey,R,57,44
57468,Mittelbronn,R,57,44
57469,Mittersheim,R,57,44
57470,Molring,R,57,44
57471,Momerstroff,R,57,44
57472,Moncheux,R,57,44
57473,Moncourt,R,57,44
57474,Mondelange,B,57,44
57475,Mondorff,R,57,44
57476,Monneren,R,57,44
57477,Montbronn,R,57,44
57478,Montdidier,R,57,44
57479,Montenach,R,57,44
57480,Montigny-lès-Metz,B,57,44
57481,Montois-la-Montagne,B,57,44
57482,Ogy-Montoy-Flanville,R,57,44
57483,Morhange,C,57,44
57484,Morsbach,B,57,44
57485,Morville-lès-Vic,R,57,44
57486,Morville-sur-Nied,R,57,44
57487,Moulins-lès-Metz,B,57,44
57488,Moussey,R,57,44
57489,Mouterhouse,R,57,44
57490,Moyenvic,R,57,44
57491,Moyeuvre-Grande,B,57,44
57492,Moyeuvre-Petite,B,57,44
57493,Mulcey,R,57,44
57494,Munster,R,57,44
57495,Narbéfontaine,R,57,44
57496,Nébing,R,57,44
57497,Nelling,R,57,44
57498,Neufchef,I,57,44
57499,Neufgrange,B,57,44
57500,Neufmoulins,R,57,44
57501,Neufvillage,R,57,44
57502,Neunkirchen-lès-Bouzonville,R,57,44
57504,Niderhoff,R,57,44
57505,Niderviller,R,57,44
57506,Niederstinzel,R,57,44
57507,Niedervisse,R,57,44
57508,Nilvange,B,57,44
57509,Nitting,R,57,44
57510,Noisseville,R,57,44
57511,Norroy-le-Veneur,R,57,44
57512,Nouilly,R,57,44
57513,Nousseviller-lès-Bitche,R,57,44
57514,Nousseviller-Saint-Nabor,B,57,44
57515,Novéant-sur-Moselle,B,57,44
57516,Oberdorff,R,57,44
57517,Obergailbach,R,57,44
57518,Oberstinzel,R,57,44
57519,Obervisse,R,57,44
57520,Obreck,R,57,44
57521,Œting,B,57,44
57524,Ommeray,R,57,44
57525,Oriocourt,R,57,44
57526,Ormersviller,R,57,44
57527,Orny,R,57,44
57528,Oron,R,57,44
57529,Ottange,I,57,44
57530,Ottonville,R,57,44
57531,Oudrenne,R,57,44
57532,Pagny-lès-Goin,R,57,44
57533,Pange,R,57,44
57534,Peltre,C,57,44
57535,Petit-Réderching,R,57,44
57536,Petit-Tenquin,R,57,44
57537,Petite-Rosselle,B,57,44
57538,Pettoncourt,R,57,44
57539,Pévange,R,57,44
57540,Phalsbourg,C,57,44
57541,Philippsbourg,R,57,44
57542,Piblange,R,57,44
57543,Pierrevillers,B,57,44
57544,Plaine-de-Walsch,B,57,44
57545,Plappeville,B,57,44
57546,Plesnois,R,57,44
57547,Pommérieux,B,57,44
57548,Pontoy,R,57,44
57549,Pontpierre,R,57,44
57550,Porcelette,I,57,44
57551,Postroff,R,57,44
57552,Pouilly,R,57,44
57553,Pournoy-la-Chétive,R,57,44
57554,Pournoy-la-Grasse,R,57,44
57555,Prévocourt,R,57,44
57556,Puttelange-aux-Lacs,I,57,44
57557,Puttelange-lès-Thionville,R,57,44
57558,Puttigny,R,57,44
57559,Puzieux,R,57,44
57560,Racrange,B,57,44
57561,Rahling,R,57,44
57562,Ranguevaux,R,57,44
57563,Raville,R,57,44
57564,Réchicourt-le-Château,R,57,44
57565,Rédange,B,57,44
57566,Réding,B,57,44
57567,Rémelfang,R,57,44
57568,Rémelfing,B,57,44
57569,Rémeling,R,57,44
57570,Rémering,R,57,44
57571,Rémering-lès-Puttelange,R,57,44
57572,Rémilly,R,57,44
57573,Réning,R,57,44
57574,Basse-Rentgen,R,57,44
57575,Retonfey,R,57,44
57576,Rettel,B,57,44
57577,Reyersviller,R,57,44
57578,Rezonville-Vionville,R,57,44
57579,Rhodes,R,57,44
57580,Riche,R,57,44
57581,Richeling,R,57,44
57582,Richemont,B,57,44
57583,Richeval,R,57,44
57584,Rimling,R,57,44
57586,Rochonvillers,R,57,44
57587,Rodalbe,R,57,44
57588,Rodemack,R,57,44
57589,Rohrbach-lès-Bitche,C,57,44
57590,Rolbing,R,57,44
57591,Rombas,B,57,44
57592,Romelfing,R,57,44
57593,Roncourt,R,57,44
57594,Roppeviller,R,57,44
57595,Rorbach-lès-Dieuze,R,57,44
57596,Rosbruck,B,57,44
57597,Rosselange,B,57,44
57598,Rouhling,I,57,44
57599,Roupeldange,R,57,44
57600,Roussy-le-Village,R,57,44
57601,Rozérieulles,B,57,44
57602,Rurange-lès-Thionville,R,57,44
57603,Russange,B,57,44
57604,Rustroff,B,57,44
57605,Sailly-Achâtel,R,57,44
57606,Saint-Avold,C,57,44
57607,Sainte-Barbe,R,57,44
57609,Saint-Epvre,R,57,44
57610,Saint-François-Lacroix,R,57,44
57611,Saint-Georges,R,57,44
57612,Saint-Hubert,R,57,44
57613,Saint-Jean-de-Bassel,R,57,44
57614,Saint-Jean-Kourtzerode,R,57,44
57615,Saint-Jean-Rohrbach,R,57,44
57616,Saint-Julien-lès-Metz,B,57,44
57617,Saint-Jure,R,57,44
57618,Saint-Louis,R,57,44
57619,Saint-Louis-lès-Bitche,R,57,44
57620,Sainte-Marie-aux-Chênes,C,57,44
57621,Saint-Médard,R,57,44
57622,Saint-Privat-la-Montagne,R,57,44
57623,Saint-Quirin,R,57,44
57624,Sainte-Ruffine,B,57,44
57625,Salonnes,R,57,44
57626,Sanry-lès-Vigy,R,57,44
57627,Sanry-sur-Nied,R,57,44
57628,Sarralbe,I,57,44
57629,Sarraltroff,R,57,44
57630,Sarrebourg,C,57,44
57631,Sarreguemines,C,57,44
57633,Sarreinsming,B,57,44
57634,Saulny,B,57,44
57635,Schalbach,R,57,44
57636,Schmittviller,R,57,44
57637,Schneckenbusch,R,57,44
57638,Schœneck,I,57,44
57639,Schorbach,R,57,44
57640,Schwerdorff,R,57,44
57641,Schweyen,R,57,44
57642,Scy-Chazelles,B,57,44
57643,Secourt,R,57,44
57644,Seingbouse,R,57,44
57645,Semécourt,B,57,44
57647,Serémange-Erzange,B,57,44
57648,Servigny-lès-Raville,R,57,44
57649,Servigny-lès-Sainte-Barbe,R,57,44
57650,Sierck-les-Bains,C,57,44
57651,Siersthal,R,57,44
57652,Sillegny,R,57,44
57653,Silly-en-Saulnois,R,57,44
57654,Silly-sur-Nied,R,57,44
57655,Solgne,R,57,44
57656,Sorbey,R,57,44
57657,Sotzeling,R,57,44
57658,Soucht,R,57,44
57659,Spicheren,B,57,44
57660,Stiring-Wendel,C,57,44
57661,Sturzelbronn,R,57,44
57662,Suisse,R,57,44
57663,Talange,B,57,44
57664,Tarquimpol,R,57,44
57665,Tenteling,R,57,44
57666,Terville,B,57,44
57667,Téterchen,R,57,44
57668,Teting-sur-Nied,R,57,44
57669,Théding,B,57,44
57670,Thicourt,R,57,44
57671,Thimonville,R,57,44
57672,Thionville,C,57,44
57673,Thonville,R,57,44
57674,Tincry,R,57,44
57675,Torcheville,R,57,44
57676,Tragny,R,57,44
57677,Trémery,C,57,44
57678,Tressange,R,57,44
57679,Tritteling-Redlach,B,57,44
57680,Troisfontaines,C,57,44
57681,Tromborn,R,57,44
57682,Turquestein-Blancrupt,R,57,44
57683,Uckange,B,57,44
57684,Vahl-Ebersing,R,57,44
57685,Vahl-lès-Bénestroff,R,57,44
57686,Vahl-lès-Faulquemont,R,57,44
57687,Vallerange,R,57,44
57689,Valmestroff,R,57,44
57690,Valmont,B,57,44
57691,Valmunster,R,57,44
57692,Vannecourt,R,57,44
57693,Vantoux,B,57,44
57694,Vany,R,57,44
57695,Varize-Vaudoncourt,R,57,44
57696,Varsberg,B,57,44
57697,Vasperviller,R,57,44
57698,Vatimont,R,57,44
57700,Vaudreching,B,57,44
57701,Vaux,B,57,44
57702,Vaxy,R,57,44
57703,Veckersviller,R,57,44
57704,Veckring,R,57,44
57705,Velving,R,57,44
57706,Vergaville,R,57,44
57707,Vernéville,R,57,44
57708,Verny,C,57,44
57709,Vescheim,R,57,44
57711,Vibersviller,R,57,44
57712,Vic-sur-Seille,R,57,44
57713,Vieux-Lixheim,R,57,44
57714,Haute-Vigneulles,R,57,44
57715,Vigny,R,57,44
57716,Vigy,R,57,44
57717,Viller,R,57,44
57718,Villers-Stoncourt,R,57,44
57719,Villers-sur-Nied,R,57,44
57720,Villing,R,57,44
57721,Vilsberg,B,57,44
57723,Virming,R,57,44
57724,Vitry-sur-Orne,B,57,44
57725,Vittersbourg,R,57,44
57726,Vittoncourt,R,57,44
57727,Viviers,R,57,44
57728,Voimhaut,R,57,44
57730,Volmerange-lès-Boulay,R,57,44
57731,Volmerange-les-Mines,I,57,44
57732,Volmunster,R,57,44
57733,Volstroff,R,57,44
57734,Voyer,R,57,44
57736,Vry,R,57,44
57737,Vulmont,R,57,44
57738,Waldhouse,R,57,44
57739,Waldweistroff,R,57,44
57740,Waldwisse,R,57,44
57741,Walschbronn,R,57,44
57742,Walscheid,R,57,44
57743,Waltembourg,R,57,44
57745,Wiesviller,R,57,44
57746,Willerwald,R,57,44
57747,Wintersbourg,R,57,44
57748,Wittring,R,57,44
57749,Vœlfling-lès-Bouzonville,R,57,44
57750,Wœlfling-lès-Sarreguemines,R,57,44
57751,Woippy,B,57,44
57752,Woustviller,I,57,44
57753,Wuisse,R,57,44
57754,Xanrey,R,57,44
57755,Xocourt,R,57,44
57756,Xouaxange,R,57,44
57757,Yutz,B,57,44
57759,Zarbeling,R,57,44
57760,Zetting,R,57,44
57761,Zilling,R,57,44
57762,Zimming,R,57,44
57763,Zommange,R,57,44
57764,Zoufftgen,R,57,44
57765,Diesen,R,57,44
57767,Stuckange,R,57,44
58001,Achun,R,58,27
58002,Alligny-Cosne,R,58,27
58003,Alligny-en-Morvan,R,58,27
58004,Alluy,R,58,27
58005,Amazy,R,58,27
58006,Anlezy,R,58,27
58007,Annay,R,58,27
58008,Anthien,R,58,27
58009,Arbourse,R,58,27
58010,Arleuf,R,58,27
58011,Armes,B,58,27
58012,Arquian,R,58,27
58013,Arthel,R,58,27
58014,Arzembouy,R,58,27
58015,Asnan,R,58,27
58016,Asnois,R,58,27
58017,Aunay-en-Bazois,R,58,27
58018,Authiou,R,58,27
58019,Avrée,R,58,27
58020,Avril-sur-Loire,R,58,27
58021,Azy-le-Vif,R,58,27
58023,Bazoches,R,58,27
58024,Bazolles,R,58,27
58025,Béard,R,58,27
58026,Beaulieu,R,58,27
58027,Beaumont-la-Ferrière,R,58,27
58028,Beaumont-Sardolles,R,58,27
58029,Beuvron,R,58,27
58030,Biches,R,58,27
58031,Billy-Chevannes,R,58,27
58032,Billy-sur-Oisy,R,58,27
58033,Bitry,R,58,27
58034,Blismes,R,58,27
58035,Bona,R,58,27
58036,Bouhy,R,58,27
58037,Brassy,R,58,27
58038,Breugnon,R,58,27
58039,Brèves,R,58,27
58040,Brinay,R,58,27
58041,Brinon-sur-Beuvron,R,58,27
58042,Bulcy,R,58,27
58043,Bussy-la-Pesle,R,58,27
58044,La Celle-sur-Loire,R,58,27
58045,La Celle-sur-Nièvre,R,58,27
58046,Cercy-la-Tour,R,58,27
58047,Cervon,R,58,27
58048,Cessy-les-Bois,R,58,27
58049,Chalaux,R,58,27
58050,Challement,R,58,27
58051,Challuy,B,58,27
58052,Champallement,R,58,27
58053,Champlemy,R,58,27
58054,Champlin,R,58,27
58055,Champvert,R,58,27
58056,Champvoux,R,58,27
58057,Chantenay-Saint-Imbert,R,58,27
58058,La Chapelle-Saint-André,R,58,27
58059,La Charité-sur-Loire,C,58,27
58060,Charrin,R,58,27
58061,Chasnay,R,58,27
58062,Château-Chinon (Ville),I,58,27
58063,Château-Chinon (Campagne),R,58,27
58064,Châteauneuf-Val-de-Bargis,R,58,27
58065,Châtillon-en-Bazois,R,58,27
58066,Châtin,R,58,27
58067,Chaulgnes,R,58,27
58068,Chaumard,R,58,27
58069,Chaumot,R,58,27
58070,Chazeuil,R,58,27
58071,Chevannes-Changy,R,58,27
58072,Chevenon,R,58,27
58073,Chevroches,R,58,27
58074,Chiddes,R,58,27
58075,Chitry-les-Mines,R,58,27
58076,Chougny,R,58,27
58077,Ciez,R,58,27
58078,Cizely,R,58,27
58079,Clamecy,C,58,27
58080,La Collancelle,R,58,27
58081,Colméry,R,58,27
58082,Corancy,R,58,27
58083,Corbigny,R,58,27
58084,Corvol-d'Embernard,R,58,27
58085,Corvol-l'Orgueilleux,R,58,27
58086,Cosne-Cours-sur-Loire,C,58,27
58087,Cossaye,R,58,27
58088,Coulanges-lès-Nevers,B,58,27
58089,Couloutre,R,58,27
58090,Courcelles,R,58,27
58092,Crux-la-Ville,R,58,27
58093,Cuncy-lès-Varzy,R,58,27
58094,Dampierre-sous-Bouhy,R,58,27
58095,Decize,C,58,27
58096,Devay,R,58,27
58097,Diennes-Aubigny,R,58,27
58098,Dirol,R,58,27
58099,Dommartin,R,58,27
58101,Dompierre-sur-Nièvre,R,58,27
58102,Donzy,R,58,27
58103,Dornecy,R,58,27
58104,Dornes,R,58,27
58105,Druy-Parigny,R,58,27
58106,Dun-les-Places,R,58,27
58107,Dun-sur-Grandry,R,58,27
58108,Empury,R,58,27
58109,Entrains-sur-Nohain,R,58,27
58110,Epiry,R,58,27
58111,Fâchin,R,58,27
58112,La Fermeté,R,58,27
58113,Fertrève,R,58,27
58114,Fléty,R,58,27
58115,Fleury-sur-Loire,R,58,27
58116,Flez-Cuzy,R,58,27
58117,Fourchambault,B,58,27
58118,Fours,R,58,27
58119,Frasnay-Reugny,R,58,27
58120,Gâcogne,R,58,27
58121,Garchizy,B,58,27
58122,Garchy,R,58,27
58123,Germenay,R,58,27
58124,Germigny-sur-Loire,R,58,27
58125,Gien-sur-Cure,R,58,27
58126,Gimouille,R,58,27
58127,Giry,R,58,27
58128,Glux-en-Glenne,R,58,27
58129,Gouloux,R,58,27
58130,Grenois,R,58,27
58131,Guérigny,I,58,27
58132,Guipy,R,58,27
58133,Héry,R,58,27
58134,Imphy,I,58,27
58135,Isenay,R,58,27
58136,Jailly,R,58,27
58137,Lamenay-sur-Loire,R,58,27
58138,Langeron,R,58,27
58139,Lanty,R,58,27
58140,Larochemillay,R,58,27
58141,Lavault-de-Frétoy,R,58,27
58142,Limanton,R,58,27
58143,Limon,R,58,27
58144,Livry,R,58,27
58145,Lormes,R,58,27
58146,Lucenay-lès-Aix,R,58,27
58147,Lurcy-le-Bourg,R,58,27
58148,Luthenay-Uxeloup,R,58,27
58149,Luzy,R,58,27
58150,Lys,R,58,27
58151,La Machine,I,58,27
58152,Magny-Cours,R,58,27
58153,Magny-Lormes,R,58,27
58154,La Maison-Dieu,R,58,27
58155,La Marche,R,58,27
58156,Marcy,R,58,27
58157,Marigny-l'Église,R,58,27
58158,Mars-sur-Allier,R,58,27
58159,Marigny-sur-Yonne,R,58,27
58160,Marzy,I,58,27
58161,Maux,R,58,27
58162,Menestreau,R,58,27
58163,Menou,R,58,27
58164,Mesves-sur-Loire,R,58,27
58165,Metz-le-Comte,R,58,27
58166,Mhère,R,58,27
58168,Millay,R,58,27
58169,Moissy-Moulinot,R,58,27
58170,Monceaux-le-Comte,R,58,27
58171,Montapas,R,58,27
58172,Montambert,R,58,27
58173,Montaron,R,58,27
58174,Montenoison,R,58,27
58175,Mont-et-Marré,R,58,27
58176,Montigny-aux-Amognes,R,58,27
58177,Montigny-en-Morvan,R,58,27
58178,Montigny-sur-Canne,R,58,27
58179,Montreuillon,R,58,27
58180,Montsauche-les-Settons,R,58,27
58181,Moraches,R,58,27
58182,Moulins-Engilbert,R,58,27
58183,Mouron-sur-Yonne,R,58,27
58184,Moussy,R,58,27
58185,Moux-en-Morvan,R,58,27
58186,Murlin,R,58,27
58187,Myennes,R,58,27
58188,Nannay,R,58,27
58189,Narcy,R,58,27
58190,Neuffontaines,R,58,27
58191,Neuilly,R,58,27
58192,Neuville-lès-Decize,R,58,27
58193,Neuvy-sur-Loire,R,58,27
58194,Nevers,C,58,27
58195,La Nocle-Maulaix,R,58,27
58196,Nolay,R,58,27
58197,Nuars,R,58,27
58198,Oisy,R,58,27
58199,Onlay,R,58,27
58200,Ouagne,R,58,27
58201,Oudan,R,58,27
58202,Ougny,R,58,27
58203,Oulon,R,58,27
58204,Vaux d'Amognes,R,58,27
58205,Ouroux-en-Morvan,R,58,27
58206,Parigny-la-Rose,R,58,27
58207,Parigny-les-Vaux,R,58,27
58208,Pazy,R,58,27
58209,Perroy,R,58,27
58210,Planchez,R,58,27
58211,Poil,R,58,27
58212,Poiseux,R,58,27
58213,Pougny,R,58,27
58214,Pougues-les-Eaux,I,58,27
58215,Pouilly-sur-Loire,R,58,27
58216,Pouques-Lormes,R,58,27
58217,Pousseaux,R,58,27
58218,Prémery,R,58,27
58219,Préporché,R,58,27
58220,Raveau,R,58,27
58221,Rémilly,R,58,27
58222,Rix,R,58,27
58223,Rouy,R,58,27
58224,Ruages,R,58,27
58225,Saincaize-Meauce,R,58,27
58226,Saint-Agnan,R,58,27
58227,Saint-Amand-en-Puisaye,R,58,27
58228,Saint-Andelain,R,58,27
58229,Saint-André-en-Morvan,R,58,27
58230,Saint-Aubin-des-Chaumes,R,58,27
58231,Saint-Aubin-les-Forges,R,58,27
58232,Saint-Benin-d'Azy,R,58,27
58233,Saint-Benin-des-Bois,R,58,27
58234,Saint-Bonnot,R,58,27
58235,Saint-Brisson,R,58,27
58236,Sainte-Colombe-des-Bois,R,58,27
58237,Saint-Didier,R,58,27
58238,Saint-Éloi,R,58,27
58239,Saint-Firmin,R,58,27
58240,Saint-Franchy,R,58,27
58241,Saint-Germain-Chassenay,R,58,27
58242,Saint-Germain-des-Bois,R,58,27
58243,Saint-Gratien-Savigny,R,58,27
58244,Saint-Hilaire-en-Morvan,R,58,27
58245,Saint-Hilaire-Fontaine,R,58,27
58246,Saint-Honoré-les-Bains,R,58,27
58247,Saint-Jean-aux-Amognes,R,58,27
58248,Saint-Laurent-l'Abbaye,R,58,27
58249,Saint-Léger-de-Fougeret,R,58,27
58250,Saint-Léger-des-Vignes,B,58,27
58251,Saint-Loup,R,58,27
58252,Saint-Malo-en-Donziois,R,58,27
58253,Sainte-Marie,R,58,27
58254,Saint-Martin-d'Heuille,R,58,27
58255,Saint-Martin-du-Puy,R,58,27
58256,Saint-Martin-sur-Nohain,R,58,27
58257,Saint-Maurice,R,58,27
58258,Saint-Ouen-sur-Loire,R,58,27
58259,Saint-Parize-en-Viry,R,58,27
58260,Saint-Parize-le-Châtel,R,58,27
